Entry,Source MAC,Destination MAC,L2 Type,IP Version,IHL,TOS,Length,Identifier,Flags,Fragment,TTL,Protocol,Checksum,L3 Options,Source IP,Destination IP,Transport,Source Port,Destination Port,Sequence,Acknowledgement,Offset,Reserved,Flags,Window,Transport Checksum,Urgent Pointer,L4 Options,
104,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,86,53683,PA,0,128,6,0,[],10.10.2.10,54.191.214.238,TCP,59083,443,168610299,3766270600,5,0,PA,1023,Not Applicable,6666,0,[]
105,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,71,53684,FPA,0,128,6,0,[],10.10.2.10,54.191.214.238,TCP,59083,443,168610345,3766270600,5,0,FPA,1023,Not Applicable,6651,0,[]
106,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,0,A,0,227,6,39483,[],52.10.189.118,10.10.2.10,TCP,443,58003,154306264,3731864583,5,0,A,117,Not Applicable,41722,0,[]
107,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,103,32207,PA,0,128,6,0,[],10.10.2.10,104.16.248.249,TCP,57984,443,107232702,535153009,5,0,PA,1028,Not Applicable,28023,0,[]
108,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,32208,FA,0,128,6,0,[],10.10.2.10,104.16.248.249,TCP,57984,443,107232765,535153009,5,0,FA,1028,Not Applicable,27960,0,[]
109,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,45898,A,0,225,6,52419,[],54.191.214.238,10.10.2.10,TCP,443,59083,3766270600,168610345,5,0,A,120,Not Applicable,15833,0,[]
110,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,45899,FA,0,225,6,52418,[],54.191.214.238,10.10.2.10,TCP,443,59083,3766270600,168610377,5,0,FA,120,Not Applicable,15800,0,[]
111,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,53685,A,0,128,6,0,[],10.10.2.10,54.191.214.238,TCP,59083,443,168610377,3766270601,5,0,A,1023,Not Applicable,6620,0,[]
112,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,52,60768,A,0,55,6,59717,[],104.16.248.249,10.10.2.10,TCP,443,57984,535153009,107232702,8,0,A,511,Not Applicable,28712,0,"[('NOP', None), ('NOP', None), ('SAck', (107232765, 107232766))]"
113,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,60769,A,0,55,6,59728,[],104.16.248.249,10.10.2.10,TCP,443,57984,535153009,107232766,5,0,A,511,Not Applicable,11971,0,[]
114,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,60770,FA,0,55,6,59727,[],104.16.248.249,10.10.2.10,TCP,443,57984,535153009,107232766,5,0,FA,511,Not Applicable,11970,0,[]
115,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,32209,A,0,128,6,0,[],10.10.2.10,104.16.248.249,TCP,57984,443,107232766,535153010,5,0,A,1028,Not Applicable,27960,0,[]
116,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,44033,A,0,47,6,9084,[],142.251.33.68,10.10.2.10,TCP,443,59078,2217090330,2682772676,5,0,A,265,Not Applicable,60425,0,[]
117,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,44034,FA,0,47,6,9083,[],142.251.33.68,10.10.2.10,TCP,443,59078,2217090330,2682772701,5,0,FA,265,Not Applicable,60399,0,[]
118,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,9060,A,0,128,6,0,[],10.10.2.10,142.251.33.68,TCP,59078,443,2682772701,2217090331,5,0,A,1027,Not Applicable,48237,0,[]
119,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,76,45680,Not Applicable,0,128,17,0,[],10.10.2.10,10.10.1.2,TCP,55730,53,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,56,5993,Not Applicable,Not Applicable
120,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,76,45680,Not Applicable,0,128,17,0,[],10.10.2.10,10.10.1.2,TCP,55730,53,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,56,5993,Not Applicable,Not Applicable
121,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,76,5661,Not Applicable,0,128,17,0,[],10.10.2.10,10.10.1.12,TCP,55730,53,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,56,6003,Not Applicable,Not Applicable
122,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,208,34801,Not Applicable,0,127,17,39948,[],10.10.1.2,10.10.2.10,TCP,53,55730,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,188,2287,Not Applicable,Not Applicable
123,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,92,15064,Not Applicable,0,63,17,59791,[],10.10.1.12,10.10.2.10,TCP,53,55730,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,72,28053,Not Applicable,Not Applicable
124,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,52,59326,S,0,128,6,0,[],10.10.2.10,35.244.247.133,TCP,59084,443,1662191050,0,8,0,S,65535,Not Applicable,10164,0,"[('MSS', 1460), ('NOP', None), ('WScale', 8), ('NOP', None), ('NOP', None), ('SAckOK', b'')]"
125,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,52,44560,SA,0,54,6,44838,[],35.244.247.133,10.10.2.10,TCP,443,59084,4035288309,1662191051,8,0,SA,65535,Not Applicable,26799,0,"[('MSS', 1430), ('NOP', None), ('NOP', None), ('SAckOK', b''), ('NOP', None), ('WScale', 8)]"
126,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,59327,A,0,128,6,0,[],10.10.2.10,35.244.247.133,TCP,59084,443,1662191051,4035288310,5,0,A,1024,Not Applicable,10152,0,[]
127,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,237,59328,PA,0,128,6,0,[],10.10.2.10,35.244.247.133,TCP,59084,443,1662191051,4035288310,5,0,PA,1024,Not Applicable,10349,0,[]
128,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,117,45681,Not Applicable,0,128,17,0,[],10.10.2.10,10.10.1.2,TCP,61839,53,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,97,6034,Not Applicable,Not Applicable
129,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,44589,A,0,54,6,44821,[],35.244.247.133,10.10.2.10,TCP,443,59084,4035288310,1662191248,5,0,A,261,Not Applicable,42906,0,[]
130,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,193,34802,Not Applicable,0,127,17,39962,[],10.10.1.2,10.10.2.10,TCP,53,61839,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,173,60402,Not Applicable,Not Applicable
131,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,86,45682,Not Applicable,0,128,17,0,[],10.10.2.10,10.10.1.2,TCP,58844,53,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,66,6003,Not Applicable,Not Applicable
132,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,162,34803,Not Applicable,0,127,17,39992,[],10.10.1.2,10.10.2.10,TCP,53,58844,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,142,47531,Not Applicable,Not Applicable
133,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,1470,44590,A,0,54,6,43390,[],35.244.247.133,10.10.2.10,TCP,443,59084,4035288310,1662191248,5,0,A,261,Not Applicable,23777,0,[]
134,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,59329,A,0,128,6,0,[],10.10.2.10,35.244.247.133,TCP,59084,443,1662191248,4035289740,5,0,A,1024,Not Applicable,10152,0,[]
135,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,52,32533,S,0,128,6,0,[],10.10.2.10,10.10.1.20,TCP,59085,389,1287309807,0,8,0,S,64240,Not Applicable,5976,0,"[('MSS', 1460), ('NOP', None), ('WScale', 8), ('NOP', None), ('NOP', None), ('SAckOK', b'')]"
136,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,1470,44591,A,0,54,6,43389,[],35.244.247.133,10.10.2.10,TCP,443,59084,4035289740,1662191248,5,0,A,261,Not Applicable,6902,0,[]
137,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,59330,A,0,128,6,0,[],10.10.2.10,35.244.247.133,TCP,59084,443,1662191248,4035291170,5,0,A,1024,Not Applicable,10152,0,[]
138,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,522,44592,PA,0,54,6,44336,[],35.244.247.133,10.10.2.10,TCP,443,59084,4035291170,1662191248,5,0,PA,261,Not Applicable,4007,0,[]
139,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,59331,A,0,128,6,0,[],10.10.2.10,35.244.247.133,TCP,59084,443,1662191248,4035291652,5,0,A,1022,Not Applicable,10152,0,[]
140,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,52,21890,SA,0,127,6,36624,[],10.10.1.20,10.10.2.10,TCP,389,59085,3073657932,1287309808,8,0,SA,65535,Not Applicable,21840,0,"[('MSS', 1460), ('NOP', None), ('WScale', 8), ('NOP', None), ('NOP', None), ('SAckOK', b'')]"
141,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,32534,A,0,128,6,0,[],10.10.2.10,10.10.1.20,TCP,59085,389,1287309808,3073657933,5,0,A,8212,Not Applicable,5964,0,[]
142,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,0,32535,PA,0,128,6,0,[],10.10.2.10,10.10.1.20,TCP,59085,389,1287309808,3073657933,5,0,PA,8212,Not Applicable,5944,0,[]
143,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,21891,A,0,127,6,36635,[],10.10.1.20,10.10.2.10,TCP,389,59085,3073657933,1287311679,5,0,A,8212,Not Applicable,28352,0,[]
144,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,252,21892,PA,0,127,6,36422,[],10.10.1.20,10.10.2.10,TCP,389,59085,3073657933,1287311679,5,0,PA,8212,Not Applicable,32227,0,[]
145,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,125,32537,PA,0,128,6,0,[],10.10.2.10,10.10.1.20,TCP,59085,389,1287311679,3073658145,5,0,PA,8211,Not Applicable,6049,0,[]
146,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,1500,21893,A,0,127,6,35173,[],10.10.1.20,10.10.2.10,TCP,389,59085,3073658145,1287311764,5,0,A,8212,Not Applicable,62155,0,[]
147,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,1500,21894,A,0,127,6,35172,[],10.10.1.20,10.10.2.10,TCP,389,59085,3073659605,1287311764,5,0,A,8212,Not Applicable,52178,0,[]
148,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,310,21895,PA,0,127,6,36361,[],10.10.1.20,10.10.2.10,TCP,389,59085,3073661065,1287311764,5,0,PA,8212,Not Applicable,15524,0,[]
149,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,32538,A,0,128,6,0,[],10.10.2.10,10.10.1.20,TCP,59085,389,1287311764,3073661335,5,0,A,8212,Not Applicable,5964,0,[]
150,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,294,32539,PA,0,128,6,0,[],10.10.2.10,10.10.1.20,TCP,59085,389,1287311764,3073661335,5,0,PA,8212,Not Applicable,6218,0,[]
151,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,1500,21896,A,0,127,6,35170,[],10.10.1.20,10.10.2.10,TCP,389,59085,3073661335,1287312018,5,0,A,8211,Not Applicable,35010,0,[]
152,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,1032,21897,PA,0,127,6,35637,[],10.10.1.20,10.10.2.10,TCP,389,59085,3073662795,1287312018,5,0,PA,8211,Not Applicable,33693,0,[]
153,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,32540,A,0,128,6,0,[],10.10.2.10,10.10.1.20,TCP,59085,389,1287312018,3073663787,5,0,A,8212,Not Applicable,5964,0,[]
154,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,52,32541,S,0,128,6,0,[],10.10.2.10,10.10.1.20,TCP,59086,389,389853163,0,8,0,S,64240,Not Applicable,5976,0,"[('MSS', 1460), ('NOP', None), ('WScale', 8), ('NOP', None), ('NOP', None), ('SAckOK', b'')]"
155,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,52,21898,SA,0,127,6,36616,[],10.10.1.20,10.10.2.10,TCP,389,59086,1913620571,389853164,8,0,SA,65535,Not Applicable,44519,0,"[('MSS', 1460), ('NOP', None), ('WScale', 8), ('NOP', None), ('NOP', None), ('SAckOK', b'')]"
156,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,32542,A,0,128,6,0,[],10.10.2.10,10.10.1.20,TCP,59086,389,389853164,1913620572,5,0,A,8212,Not Applicable,5964,0,[]
157,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,0,32543,PA,0,128,6,0,[],10.10.2.10,10.10.1.20,TCP,59086,389,389853164,1913620572,5,0,PA,8212,Not Applicable,5944,0,[]
158,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,21899,A,0,127,6,36627,[],10.10.1.20,10.10.2.10,TCP,389,59086,1913620572,389855035,5,0,A,8212,Not Applicable,51031,0,[]
159,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,252,21900,PA,0,127,6,36414,[],10.10.1.20,10.10.2.10,TCP,389,59086,1913620572,389855035,5,0,PA,8212,Not Applicable,24611,0,[]
160,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,167,32545,PA,0,128,6,0,[],10.10.2.10,10.10.1.20,TCP,59086,389,389855035,1913620784,5,0,PA,8211,Not Applicable,6091,0,[]
161,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,403,21901,PA,0,127,6,36262,[],10.10.1.20,10.10.2.10,TCP,389,59086,1913620784,389855162,5,0,PA,8212,Not Applicable,11531,0,[]
162,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,52,32546,S,0,128,6,0,[],10.10.2.10,10.10.1.20,TCP,59087,389,1257098136,0,8,0,S,64240,Not Applicable,5976,0,"[('MSS', 1460), ('NOP', None), ('WScale', 8), ('NOP', None), ('NOP', None), ('SAckOK', b'')]"
163,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,52,21902,SA,0,127,6,36612,[],10.10.1.20,10.10.2.10,TCP,389,59087,3321513875,1257098137,8,0,SA,65535,Not Applicable,19301,0,"[('MSS', 1460), ('NOP', None), ('WScale', 8), ('NOP', None), ('NOP', None), ('SAckOK', b'')]"
164,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,32547,A,0,128,6,0,[],10.10.2.10,10.10.1.20,TCP,59087,389,1257098137,3321513876,5,0,A,1026,Not Applicable,5964,0,[]
165,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,32548,FA,0,128,6,0,[],10.10.2.10,10.10.1.20,TCP,59087,389,1257098137,3321513876,5,0,FA,1026,Not Applicable,5964,0,[]
166,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,187,32549,PA,0,128,6,0,[],10.10.2.10,10.10.1.20,TCP,59085,389,1287312018,3073663787,5,0,PA,8212,Not Applicable,6111,0,[]
167,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,21903,A,0,127,6,36623,[],10.10.1.20,10.10.2.10,TCP,389,59087,3321513876,1257098138,5,0,A,8212,Not Applicable,27683,0,[]
168,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,21904,RA,0,127,6,36622,[],10.10.1.20,10.10.2.10,TCP,389,59087,3321513876,1257098138,5,0,RA,0,Not Applicable,35891,0,[]
169,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,97,21905,PA,0,127,6,36564,[],10.10.1.20,10.10.2.10,TCP,389,59085,3073663787,1287312165,5,0,PA,8210,Not Applicable,50663,0,[]
170,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,52,32550,S,0,128,6,0,[],10.10.2.10,10.10.1.20,TCP,59088,389,914370321,0,8,0,S,64240,Not Applicable,5976,0,"[('MSS', 1460), ('NOP', None), ('WScale', 8), ('NOP', None), ('NOP', None), ('SAckOK', b'')]"
171,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,52,21906,SA,0,127,6,36608,[],10.10.1.20,10.10.2.10,TCP,389,59088,2353159317,914370322,8,0,SA,65535,Not Applicable,8463,0,"[('MSS', 1460), ('NOP', None), ('WScale', 8), ('NOP', None), ('NOP', None), ('SAckOK', b'')]"
172,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,32551,A,0,128,6,0,[],10.10.2.10,10.10.1.20,TCP,59088,389,914370322,2353159318,5,0,A,1026,Not Applicable,5964,0,[]
173,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,32552,FA,0,128,6,0,[],10.10.2.10,10.10.1.20,TCP,59088,389,914370322,2353159318,5,0,FA,1026,Not Applicable,5964,0,[]
174,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,187,32553,PA,0,128,6,0,[],10.10.2.10,10.10.1.20,TCP,59085,389,1287312165,3073663844,5,0,PA,8212,Not Applicable,6111,0,[]
175,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,21907,A,0,127,6,36619,[],10.10.1.20,10.10.2.10,TCP,389,59088,2353159318,914370323,5,0,A,8212,Not Applicable,16845,0,[]
176,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,21908,RA,0,127,6,36618,[],10.10.1.20,10.10.2.10,TCP,389,59088,2353159318,914370323,5,0,RA,0,Not Applicable,25053,0,[]
177,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,97,21909,PA,0,127,6,36560,[],10.10.1.20,10.10.2.10,TCP,389,59085,3073663844,1287312312,5,0,PA,8210,Not Applicable,34379,0,[]
178,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,52,32554,S,0,128,6,0,[],10.10.2.10,10.10.1.20,TCP,59089,389,4269749555,0,8,0,S,64240,Not Applicable,5976,0,"[('MSS', 1460), ('NOP', None), ('WScale', 8), ('NOP', None), ('NOP', None), ('SAckOK', b'')]"
179,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,52,21910,SA,0,127,6,36604,[],10.10.1.20,10.10.2.10,TCP,389,59089,744639679,4269749556,8,0,SA,65535,Not Applicable,49826,0,"[('MSS', 1460), ('NOP', None), ('WScale', 8), ('NOP', None), ('NOP', None), ('SAckOK', b'')]"
180,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,32555,A,0,128,6,0,[],10.10.2.10,10.10.1.20,TCP,59089,389,4269749556,744639680,5,0,A,8212,Not Applicable,5964,0,[]
181,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,32556,FA,0,128,6,0,[],10.10.2.10,10.10.1.20,TCP,59089,389,4269749556,744639680,5,0,FA,8212,Not Applicable,5964,0,[]
182,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,186,32557,PA,0,128,6,0,[],10.10.2.10,10.10.1.20,TCP,59085,389,1287312312,3073663901,5,0,PA,8212,Not Applicable,6110,0,[]
183,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,21911,A,0,127,6,36615,[],10.10.1.20,10.10.2.10,TCP,389,59089,744639680,4269749557,5,0,A,8212,Not Applicable,58208,0,[]
184,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,21912,RA,0,127,6,36614,[],10.10.1.20,10.10.2.10,TCP,389,59089,744639680,4269749557,5,0,RA,0,Not Applicable,881,0,[]
185,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,1500,21913,A,0,127,6,35153,[],10.10.1.20,10.10.2.10,TCP,389,59085,3073663901,1287312458,5,0,A,8209,Not Applicable,533,0,[]
186,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,1500,21914,A,0,127,6,35152,[],10.10.1.20,10.10.2.10,TCP,389,59085,3073665361,1287312458,5,0,A,8209,Not Applicable,24204,0,[]
187,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,1373,21915,PA,0,127,6,35278,[],10.10.1.20,10.10.2.10,TCP,389,59085,3073666821,1287312458,5,0,PA,8209,Not Applicable,41673,0,[]
188,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,32558,A,0,128,6,0,[],10.10.2.10,10.10.1.20,TCP,59085,389,1287312458,3073668154,5,0,A,8212,Not Applicable,5964,0,[]
189,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,52,32559,S,0,128,6,0,[],10.10.2.10,10.10.1.20,TCP,59090,389,2687716081,0,8,0,S,64240,Not Applicable,5976,0,"[('MSS', 1460), ('NOP', None), ('WScale', 8), ('NOP', None), ('NOP', None), ('SAckOK', b'')]"
190,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,52,21916,SA,0,127,6,36598,[],10.10.1.20,10.10.2.10,TCP,389,59090,1255777054,2687716082,8,0,SA,65535,Not Applicable,38489,0,"[('MSS', 1460), ('NOP', None), ('WScale', 8), ('NOP', None), ('NOP', None), ('SAckOK', b'')]"
191,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,32560,A,0,128,6,0,[],10.10.2.10,10.10.1.20,TCP,59090,389,2687716082,1255777055,5,0,A,8212,Not Applicable,5964,0,[]
192,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,32561,FA,0,128,6,0,[],10.10.2.10,10.10.1.20,TCP,59090,389,2687716082,1255777055,5,0,FA,8212,Not Applicable,5964,0,[]
193,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,196,32562,PA,0,128,6,0,[],10.10.2.10,10.10.1.20,TCP,59085,389,1287312458,3073668154,5,0,PA,8212,Not Applicable,6120,0,[]
194,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,21917,A,0,127,6,36609,[],10.10.1.20,10.10.2.10,TCP,389,59090,1255777055,2687716083,5,0,A,8212,Not Applicable,46871,0,[]
195,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,21918,RA,0,127,6,36608,[],10.10.1.20,10.10.2.10,TCP,389,59090,1255777055,2687716083,5,0,RA,0,Not Applicable,55079,0,[]
196,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,97,21919,PA,0,127,6,36550,[],10.10.1.20,10.10.2.10,TCP,389,59085,3073668154,1287312614,5,0,PA,8208,Not Applicable,2691,0,[]
197,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,84,32563,PA,0,128,6,0,[],10.10.2.10,10.10.1.20,TCP,59086,389,389855162,1913621147,5,0,PA,8210,Not Applicable,6008,0,[]
198,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,32564,FA,0,128,6,0,[],10.10.2.10,10.10.1.20,TCP,59086,389,389855206,1913621147,5,0,FA,8210,Not Applicable,5964,0,[]
199,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,84,32565,PA,0,128,6,0,[],10.10.2.10,10.10.1.20,TCP,59085,389,1287312614,3073668211,5,0,PA,8212,Not Applicable,6008,0,[]
200,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,32566,FA,0,128,6,0,[],10.10.2.10,10.10.1.20,TCP,59085,389,1287312658,3073668211,5,0,FA,8212,Not Applicable,5964,0,[]
201,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,21920,A,0,127,6,36606,[],10.10.1.20,10.10.2.10,TCP,389,59086,1913621147,389855207,5,0,A,8211,Not Applicable,50285,0,[]
202,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,21921,RA,0,127,6,36605,[],10.10.1.20,10.10.2.10,TCP,389,59086,1913621147,389855207,5,0,RA,0,Not Applicable,58492,0,[]
203,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,21922,A,0,127,6,36604,[],10.10.1.20,10.10.2.10,TCP,389,59085,3073668211,1287312659,5,0,A,8208,Not Applicable,17098,0,[]
204,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,21923,RA,0,127,6,36603,[],10.10.1.20,10.10.2.10,TCP,389,59085,3073668211,1287312659,5,0,RA,0,Not Applicable,25302,0,[]
205,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,133,59332,PA,0,128,6,0,[],10.10.2.10,35.244.247.133,TCP,59084,443,1662191248,4035291652,5,0,PA,1022,Not Applicable,10245,0,[]
206,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,52,32567,S,0,128,6,0,[],10.10.2.10,10.10.1.20,TCP,59091,389,572449256,0,8,0,S,64240,Not Applicable,5976,0,"[('MSS', 1460), ('NOP', None), ('WScale', 8), ('NOP', None), ('NOP', None), ('SAckOK', b'')]"
207,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,52,21924,SA,0,127,6,36590,[],10.10.1.20,10.10.2.10,TCP,389,59091,2597642960,572449257,8,0,SA,65535,Not Applicable,60872,0,"[('MSS', 1460), ('NOP', None), ('WScale', 8), ('NOP', None), ('NOP', None), ('SAckOK', b'')]"
208,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,32568,A,0,128,6,0,[],10.10.2.10,10.10.1.20,TCP,59091,389,572449257,2597642961,5,0,A,1026,Not Applicable,5964,0,[]
209,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,0,32569,PA,0,128,6,0,[],10.10.2.10,10.10.1.20,TCP,59091,389,572449257,2597642961,5,0,PA,1026,Not Applicable,5944,0,[]
210,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,21925,A,0,127,6,36601,[],10.10.1.20,10.10.2.10,TCP,389,59091,2597642961,572451128,5,0,A,8212,Not Applicable,1849,0,[]
211,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,252,21926,PA,0,127,6,36388,[],10.10.1.20,10.10.2.10,TCP,389,59091,2597642961,572451128,5,0,PA,8212,Not Applicable,56888,0,[]
