Entry,Source MAC,Destination MAC,L2 Type,IP Version,IHL,TOS,Length,Identifier,Flags,Fragment,TTL,Protocol,Checksum,L3 Options,Source IP,Destination IP,Transport,Source Port,Destination Port,Sequence,Acknowledgement,Offset,Reserved,Flags,Window,Transport Checksum,Urgent Pointer,L4 Options,
13934,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,0,33492,PA,0,128,6,0,[],10.10.2.10,10.10.1.20,TCP,59383,389,339777224,3118317882,5,0,PA,8212,Not Applicable,5944,0,[]
13935,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,22699,A,0,127,6,35827,[],10.10.1.20,10.10.2.10,TCP,389,59383,3118317882,339779095,5,0,A,8212,Not Applicable,24994,0,[]
13936,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,252,22700,PA,0,127,6,35614,[],10.10.1.20,10.10.2.10,TCP,389,59383,3118317882,339779095,5,0,PA,8212,Not Applicable,17067,0,[]
13937,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,194,33494,PA,0,128,6,0,[],10.10.2.10,10.10.1.20,TCP,59383,389,339779095,3118318094,5,0,PA,8211,Not Applicable,6118,0,[]
13938,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,22701,A,0,127,6,35825,[],10.10.1.20,10.10.2.10,TCP,389,59383,3118318094,339779249,5,0,A,8211,Not Applicable,24629,0,[]
13939,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,75,36912,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659668747,3797762870,5,0,PA,8195,Not Applicable,6019,0,[]
13940,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,0,36913,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659668782,3797762870,5,0,PA,8195,Not Applicable,5964,0,[]
13941,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19791,A,0,63,6,55099,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659668782,5,0,A,10033,Not Applicable,23049,0,[]
13942,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,501,36915,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659670305,3797762870,5,0,PA,8195,Not Applicable,6445,0,[]
13943,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19792,A,0,63,6,55098,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659670242,5,0,A,10033,Not Applicable,21589,0,[]
13944,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19793,A,0,63,6,55097,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659670305,5,0,A,10033,Not Applicable,21526,0,[]
13945,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19794,A,0,63,6,55096,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659670766,5,0,A,10033,Not Applicable,21065,0,[]
13946,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,74,36916,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659670766,3797762870,5,0,PA,8195,Not Applicable,6018,0,[]
13947,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,0,36917,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659670800,3797762870,5,0,PA,8195,Not Applicable,5964,0,[]
13948,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19795,A,0,63,6,55095,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659670800,5,0,A,10033,Not Applicable,21031,0,[]
13949,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19796,A,0,63,6,55094,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659672260,5,0,A,10031,Not Applicable,19573,0,[]
13950,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19797,A,0,63,6,55093,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659672677,5,0,A,10028,Not Applicable,19159,0,[]
13951,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,162,36919,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659672677,3797762870,5,0,PA,8195,Not Applicable,6106,0,[]
13952,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19798,A,0,63,6,55092,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659672799,5,0,A,10033,Not Applicable,19032,0,[]
13953,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,592,57677,PA,0,128,6,0,[],10.10.2.10,52.44.123.101,TCP,57855,443,332704893,171173633,5,0,PA,1025,Not Applicable,48615,0,[]
13954,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,592,57677,PA,0,128,6,0,[],10.10.2.10,52.44.123.101,TCP,57855,443,332704893,171173633,5,0,PA,1025,Not Applicable,48615,0,[]
13955,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,389,13716,PA,0,235,6,40249,[],52.44.123.101,10.10.2.10,TCP,443,57855,171173633,332705445,5,0,PA,1291,Not Applicable,2166,0,[]
13956,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,57678,A,0,128,6,0,[],10.10.2.10,52.44.123.101,TCP,57855,443,332705445,171173982,5,0,A,1023,Not Applicable,48063,0,[]
13957,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,57678,A,0,128,6,0,[],10.10.2.10,52.44.123.101,TCP,57855,443,332705445,171173982,5,0,A,1023,Not Applicable,48063,0,[]
13958,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,57678,A,0,128,6,0,[],10.10.2.10,52.44.123.101,TCP,57855,443,332705445,171173982,5,0,A,1023,Not Applicable,48063,0,[]
13959,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,75,36920,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659672799,3797762870,5,0,PA,8195,Not Applicable,6019,0,[]
13960,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,0,36921,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659672834,3797762870,5,0,PA,8195,Not Applicable,5964,0,[]
13961,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19799,A,0,63,6,55091,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659672834,5,0,A,10033,Not Applicable,18997,0,[]
13962,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19800,A,0,63,6,55090,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659674294,5,0,A,10031,Not Applicable,17539,0,[]
13963,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19801,A,0,63,6,55089,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659675754,5,0,A,10033,Not Applicable,16077,0,[]
13964,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19802,A,0,63,6,55088,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659677214,5,0,A,10033,Not Applicable,14617,0,[]
13965,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19803,A,0,63,6,55087,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659678674,5,0,A,10033,Not Applicable,13157,0,[]
13966,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19804,A,0,63,6,55086,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659680134,5,0,A,10033,Not Applicable,11697,0,[]
13967,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19805,A,0,63,6,55085,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659681594,5,0,A,10026,Not Applicable,10244,0,[]
13968,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19806,A,0,63,6,55084,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659683054,5,0,A,10033,Not Applicable,8777,0,[]
13969,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19807,A,0,63,6,55083,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659684514,5,0,A,10033,Not Applicable,7317,0,[]
13970,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19808,A,0,63,6,55082,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659685974,5,0,A,10033,Not Applicable,5857,0,[]
13971,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,174,36933,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659689489,3797762870,5,0,PA,8195,Not Applicable,6118,0,[]
13972,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19809,A,0,63,6,55081,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659687434,5,0,A,10026,Not Applicable,4404,0,[]
13973,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19810,A,0,63,6,55080,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659688894,5,0,A,10033,Not Applicable,2937,0,[]
13974,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19811,A,0,63,6,55079,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659689489,5,0,A,10033,Not Applicable,2342,0,[]
13975,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19812,A,0,63,6,55078,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659689623,5,0,A,10033,Not Applicable,2208,0,[]
13976,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19812,A,0,63,6,55078,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659689623,5,0,A,10033,Not Applicable,2208,0,[]
13977,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19812,A,0,63,6,55078,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659689623,5,0,A,10033,Not Applicable,2208,0,[]
13978,e0:63:da:26:7c:90,01:80:c2:00:00:0e,35020,4,5,0,40,19812,A,0,63,6,55078,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659689623,5,0,A,10033,Not Applicable,2208,0,[]
13979,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,188,36934,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659689623,3797762870,5,0,PA,8195,Not Applicable,6132,0,[]
13980,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19813,A,0,63,6,55077,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659689771,5,0,A,10033,Not Applicable,2060,0,[]
13981,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,215,36935,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659689771,3797762870,5,0,PA,8195,Not Applicable,6159,0,[]
13982,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19814,A,0,63,6,55076,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659689946,5,0,A,10033,Not Applicable,1885,0,[]
13983,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,56,36936,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659689946,3797762870,5,0,PA,8195,Not Applicable,6000,0,[]
13984,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19815,A,0,63,6,55075,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659689962,5,0,A,10033,Not Applicable,1869,0,[]
13985,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,158,36937,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659689962,3797762870,5,0,PA,8195,Not Applicable,6102,0,[]
13986,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19816,A,0,63,6,55074,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659690080,5,0,A,10033,Not Applicable,1751,0,[]
13987,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,75,36938,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659690080,3797762870,5,0,PA,8195,Not Applicable,6019,0,[]
13988,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19817,A,0,63,6,55073,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659690115,5,0,A,10033,Not Applicable,1716,0,[]
13989,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,421,36939,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659690115,3797762870,5,0,PA,8195,Not Applicable,6365,0,[]
13990,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19818,A,0,63,6,55072,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659690496,5,0,A,10033,Not Applicable,1335,0,[]
13991,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,75,36940,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659690496,3797762870,5,0,PA,8195,Not Applicable,6019,0,[]
13992,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,0,36941,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659690531,3797762870,5,0,PA,8195,Not Applicable,5964,0,[]
13993,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19819,A,0,63,6,55071,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659690531,5,0,A,10033,Not Applicable,1300,0,[]
13994,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,542,36943,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659692014,3797762870,5,0,PA,8195,Not Applicable,6486,0,[]
13995,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19820,A,0,63,6,55070,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659691991,5,0,A,10033,Not Applicable,65375,0,[]
13996,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19821,A,0,63,6,55069,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659692014,5,0,A,10033,Not Applicable,65352,0,[]
13997,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19822,A,0,63,6,55068,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659692516,5,0,A,10033,Not Applicable,64850,0,[]
13998,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19822,A,0,63,6,55068,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659692516,5,0,A,10033,Not Applicable,64850,0,[]
13999,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,56,36944,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659692516,3797762870,5,0,PA,8195,Not Applicable,6000,0,[]
14000,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19823,A,0,63,6,55067,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659692532,5,0,A,10033,Not Applicable,64834,0,[]
14001,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,158,36945,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659692532,3797762870,5,0,PA,8195,Not Applicable,6102,0,[]
14002,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19824,A,0,63,6,55066,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659692650,5,0,A,10033,Not Applicable,64716,0,[]
14003,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19824,A,0,63,6,55066,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659692650,5,0,A,10033,Not Applicable,64716,0,[]
14004,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19824,A,0,63,6,55066,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659692650,5,0,A,10033,Not Applicable,64716,0,[]
14005,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19824,A,0,63,6,55066,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659692650,5,0,A,10033,Not Applicable,64716,0,[]
14006,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,79,46946,PA,0,128,6,0,[],10.10.2.10,104.16.249.249,TCP,59108,443,3538936813,1721736364,5,0,PA,1024,Not Applicable,28255,0,[]
14007,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,79,63110,PA,0,55,6,57092,[],104.16.249.249,10.10.2.10,TCP,443,59108,1721736364,3538936852,5,0,PA,86,Not Applicable,47196,0,[]
14008,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,46947,A,0,128,6,0,[],10.10.2.10,104.16.249.249,TCP,59108,443,3538936852,1721736403,5,0,A,1024,Not Applicable,28216,0,[]
14009,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,46947,A,0,128,6,0,[],10.10.2.10,104.16.249.249,TCP,59108,443,3538936852,1721736403,5,0,A,1024,Not Applicable,28216,0,[]
14010,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,75,36946,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659692650,3797762870,5,0,PA,8195,Not Applicable,6019,0,[]
14011,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,0,36947,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659692685,3797762870,5,0,PA,8195,Not Applicable,5964,0,[]
14012,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19825,A,0,63,6,55065,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659692685,5,0,A,10033,Not Applicable,64681,0,[]
14013,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,547,36949,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659694165,3797762870,5,0,PA,8195,Not Applicable,6491,0,[]
14014,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19826,A,0,63,6,55064,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659694145,5,0,A,10033,Not Applicable,63221,0,[]
14015,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19827,A,0,63,6,55063,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659694165,5,0,A,10033,Not Applicable,63201,0,[]
14016,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19828,A,0,63,6,55062,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659694672,5,0,A,10033,Not Applicable,62694,0,[]
14017,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19828,A,0,63,6,55062,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659694672,5,0,A,10033,Not Applicable,62694,0,[]
14018,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,592,57679,PA,0,128,6,0,[],10.10.2.10,52.44.123.101,TCP,57855,443,332705445,171173982,5,0,PA,1023,Not Applicable,48615,0,[]
14019,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,389,13717,PA,0,235,6,40248,[],52.44.123.101,10.10.2.10,TCP,443,57855,171173982,332705997,5,0,PA,1291,Not Applicable,14972,0,[]
14020,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,57680,A,0,128,6,0,[],10.10.2.10,52.44.123.101,TCP,57855,443,332705997,171174331,5,0,A,1022,Not Applicable,48063,0,[]
14021,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,84,54320,PA,0,128,6,0,[],10.10.2.10,52.242.211.89,TCP,53778,443,2120237053,3031883721,5,0,PA,1023,Not Applicable,5286,0,[]
14022,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,215,37244,PA,0,109,6,26437,[],52.242.211.89,10.10.2.10,TCP,443,53778,3031883721,2120237097,5,0,PA,7092,Not Applicable,24970,0,[]
14023,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,54321,A,0,128,6,0,[],10.10.2.10,52.242.211.89,TCP,53778,443,2120237097,3031883896,5,0,A,1029,Not Applicable,5242,0,[]
14024,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,54321,A,0,128,6,0,[],10.10.2.10,52.242.211.89,TCP,53778,443,2120237097,3031883896,5,0,A,1029,Not Applicable,5242,0,[]
14025,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,54321,A,0,128,6,0,[],10.10.2.10,52.242.211.89,TCP,53778,443,2120237097,3031883896,5,0,A,1029,Not Applicable,5242,0,[]
14026,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,54321,A,0,128,6,0,[],10.10.2.10,52.242.211.89,TCP,53778,443,2120237097,3031883896,5,0,A,1029,Not Applicable,5242,0,[]
14027,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,40,54321,A,0,128,6,0,[],10.10.2.10,52.242.211.89,TCP,53778,443,2120237097,3031883896,5,0,A,1029,Not Applicable,5242,0,[]
14028,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,75,36950,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659694672,3797762870,5,0,PA,8195,Not Applicable,6019,0,[]
14029,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,1500,36951,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659694707,3797762870,5,0,PA,8195,Not Applicable,7444,0,[]
14030,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19829,A,0,63,6,55061,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659694707,5,0,A,10033,Not Applicable,62659,0,[]
14031,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,566,36952,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659696167,3797762870,5,0,PA,8195,Not Applicable,6510,0,[]
14032,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19830,A,0,63,6,55060,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659696167,5,0,A,10033,Not Applicable,61199,0,[]
14033,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19831,A,0,63,6,55059,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659696693,5,0,A,10033,Not Applicable,60673,0,[]
14034,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19831,A,0,63,6,55059,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659696693,5,0,A,10033,Not Applicable,60673,0,[]
14035,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19831,A,0,63,6,55059,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659696693,5,0,A,10033,Not Applicable,60673,0,[]
14036,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2054,4,5,0,40,19831,A,0,63,6,55059,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659696693,5,0,A,10033,Not Applicable,60673,0,[]
14037,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2054,4,5,0,40,19831,A,0,63,6,55059,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659696693,5,0,A,10033,Not Applicable,60673,0,[]
14038,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2054,4,5,0,40,19831,A,0,63,6,55059,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659696693,5,0,A,10033,Not Applicable,60673,0,[]
14039,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,71,47272,Not Applicable,0,128,17,0,[],10.10.2.10,10.10.1.2,TCP,53338,53,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,51,5988,Not Applicable,Not Applicable
14040,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,147,36761,Not Applicable,0,127,17,38049,[],10.10.1.2,10.10.2.10,TCP,53,53338,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,127,59275,Not Applicable,Not Applicable
14041,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,147,36761,Not Applicable,0,127,17,38049,[],10.10.1.2,10.10.2.10,TCP,53,53338,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,127,59275,Not Applicable,Not Applicable
14042,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,75,36953,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659696693,3797762870,5,0,PA,8195,Not Applicable,6019,0,[]
14043,98:fa:9b:55:34:46,74:83:c2:10:c2:6d,2048,4,5,0,0,36954,PA,0,128,6,0,[],10.10.2.10,10.10.1.40,TCP,54114,9997,3659696728,3797762870,5,0,PA,8195,Not Applicable,5964,0,[]
14044,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19832,A,0,63,6,55058,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659696728,5,0,A,10033,Not Applicable,60638,0,[]
14045,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19833,A,0,63,6,55057,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659698188,5,0,A,10033,Not Applicable,59178,0,[]
14046,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19834,A,0,63,6,55056,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659699648,5,0,A,10033,Not Applicable,57718,0,[]
14047,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19835,A,0,63,6,55055,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659701108,5,0,A,10026,Not Applicable,56265,0,[]
14048,74:83:c2:10:c2:6d,98:fa:9b:55:34:46,2048,4,5,0,40,19836,A,0,63,6,55054,[],10.10.1.40,10.10.2.10,TCP,9997,54114,3797762870,3659702568,5,0,A,10033,Not Applicable,54798,0,[]
